epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.76371,1.14297,0.6044,1,0.95345,0.00010003,0.00010003,0.00010003
2,7.98672,0.73665,0.67033,1,0.9458,0.000171909,0.000171909,0.000171909
3,8.73554,0.36497,0.67033,1,1.03825,0.000198517,0.000198517,0.000198517
4,9.30802,0.25218,0.67033,1,1.17253,0.000179854,0.000179854,0.000179854
5,9.86098,0.16386,0.67033,1,1.22819,0.00011592,0.00011592,0.00011592
